id,duration,avg_price,avg_discount_percent,total_discount_percent,avg_discount_value,total_discount_value,probability
100077,971.0,79.92999999999999,0.0,0,0.0,0.0,0.526440410418311
100078,87.0,58.97,0.0,0,0.0,0.0,0.7157894736842105
100079,35.0,2066.995,0.0,0,0.0,0.0,0.4930555555555556
100080,0.0,99.99,15.0,15,1499.85,1499.85,0.12087912087912088
100081,92.0,148.89499999999998,0.0,0,0.0,0.0,0.6085106382978723
100082,201.0,129.0,20.0,40,2580.0,5160.0,0.48909657320872274
100083,80.0,249.0,15.0,30,3735.0,7470.0,0.43478260869565216
100084,846.0,260.055,20.0,80,5201.1,20804.4,0.49295774647887325
100085,572.0,2066.995,5.0,10,10334.975,20669.95,0.42028985507246375
100086,595.0,92.51750000000001,0.0,0,0.0,0.0,0.526440410418311
100088,0.0,553.0,0.0,0,0.0,0.0,0.08421052631578947
100089,472.0,83.36,0.0,0,0.0,0.0,0.526440410418311
100090,0.0,99.99,15.0,15,1499.85,1499.85,0.12087912087912088
100092,932.0,45.13250000000001,0.0,0,0.0,0.0,0.526440410418311
100093,172.0,71.85,0.0,0,0.0,0.0,0.526440410418311
100094,0.0,58.97,0.0,0,0.0,0.0,0.09733333333333333
100095,1369.0,115.345,0.0,0,0.0,0.0,0.35428571428571426
100096,430.0,2066.995,0.0,0,0.0,0.0,0.44312169312169314
100097,0.0,1816.97,0.0,0,0.0,0.0,0.06343283582089553
100098,243.0,64.8,0.0,0,0.0,0.0,0.526440410418311
100099,113.0,1816.97,0.0,0,0.0,0.0,0.44312169312169314
100100,0.0,64.8,0.0,0,0.0,0.0,0.09733333333333333
100102,112.0,1203.615,0.0,0,0.0,0.0,0.44312169312169314
100103,930.0,123.12833333333333,0.0,0,0.0,0.0,0.47685525349008084
100104,1334.0,1008.72375,0.0,0,0.0,0.0,0.2903225806451613
100105,405.0,89.60000000000001,0.0,0,0.0,0.0,0.526440410418311
100106,329.0,457.98,0.0,0,0.0,0.0,0.47685525349008084
100107,727.0,535.9833333333333,0.0,0,0.0,0.0,0.47685525349008084
100108,388.0,678.4475,5.0,20,3392.2375,13568.95,0.7142857142857143
100109,43.0,58.97,5.0,10,294.85,589.7,0.65625
100110,0.0,1816.97,0.0,0,0.0,0.0,0.06343283582089553
100111,376.0,2150.3366666666666,0.0,0,0.0,0.0,0.44312169312169314
100112,464.0,85.994,10.0,50,859.9399999999999,4299.7,0.5068027210884354
100113,226.0,77.9,0.0,0,0.0,0.0,0.526440410418311
100114,181.0,58.97,5.0,10,294.85,589.7,0.7272727272727273
100115,166.0,58.97,10.0,20,589.7,1179.4,0.5068027210884354
100116,146.0,64.8,0.0,0,0.0,0.0,0.526440410418311
100117,474.0,51.372,10.0,50,513.72,2568.6,0.5068027210884354
100118,0.0,553.0,5.0,5,2765.0,2765.0,0.015384615384615385
100119,90.0,5280.45,0.0,0,0.0,0.0,0.4930555555555556
100120,1241.0,44.75750000000001,0.0,0,0.0,0.0,0.2647058823529412
100121,279.0,99.99,5.0,10,499.95,999.9,0.7272727272727273
100122,16.0,99.99,20.0,40,1999.8,3999.6,0.7230769230769231
100123,257.0,799.0,0.0,0,0.0,0.0,0.47685525349008084
100124,439.0,96.29666666666667,0.0,0,0.0,0.0,0.526440410418311
100125,68.0,58.97,20.0,40,1179.4,2358.8,0.7230769230769231
100126,276.0,58.97,0.0,0,0.0,0.0,0.526440410418311
100127,1031.0,4973.233333333334,0.0,0,0.0,0.0,0.2903225806451613
100128,1139.0,1054.97375,0.0,0,0.0,0.0,0.2903225806451613
100129,256.0,99.99,0.0,0,0.0,0.0,0.526440410418311
100130,279.0,4996.466666666666,0.0,0,0.0,0.0,0.44312169312169314
100131,38.0,14.99,0.0,0,0.0,0.0,0.7157894736842105
100132,486.0,4544.666666666667,0.0,0,0.0,0.0,0.44312169312169314
100133,203.0,99.99,20.0,40,1999.8,3999.6,0.5315985130111525
100134,126.0,2066.995,10.0,20,20669.95,41339.9,0.5172413793103449
100136,82.0,99.99,10.0,20,999.9,1999.8,0.7884615384615384
100137,1517.0,4793.425,0.0,0,0.0,0.0,0.2903225806451613
100138,222.0,327.47,15.0,30,4912.05,9824.1,0.48909657320872274
100139,239.0,99.99,0.0,0,0.0,0.0,0.526440410418311
100140,26.0,58.97,0.0,0,0.0,0.0,0.7157894736842105
100141,85.0,165.0,0.0,0,0.0,0.0,0.6085106382978723
100142,675.0,101.194,5.0,25,505.9700000000001,2529.8500000000004,0.46226415094339623
100143,181.0,58.97,0.0,0,0.0,0.0,0.526440410418311
100144,278.0,249.0,0.0,0,0.0,0.0,0.47685525349008084
100145,0.0,2199.9,0.0,0,0.0,0.0,0.06343283582089553
100146,144.0,1983.6533333333334,0.0,0,0.0,0.0,0.44312169312169314
100147,116.0,58.97,20.0,40,1179.4,2358.8,0.5315985130111525
100148,0.0,99.99,0.0,0,0.0,0.0,0.09733333333333333
100149,695.0,30.354000000000003,0.0,0,0.0,0.0,0.526440410418311
100150,86.0,64.8,0.0,0,0.0,0.0,0.7157894736842105
100151,788.0,37.536,20.0,100,750.72,3753.6,0.08
100152,113.0,327.47,0.0,0,0.0,0.0,0.47685525349008084
100153,0.0,78.9,5.0,5,394.5,394.5,0.08270676691729323
100154,102.0,2150.3366666666666,10.0,30,21503.36666666667,64510.100000000006,0.5172413793103449
100155,759.0,87.792,0.0,0,0.0,0.0,0.526440410418311
100156,345.0,171.42666666666665,0.0,0,0.0,0.0,0.47685525349008084
100157,0.0,99.99,0.0,0,0.0,0.0,0.09733333333333333
100158,0.0,59.9,5.0,5,299.5,299.5,0.08270676691729323
100159,89.0,95.09,0.0,0,0.0,0.0,0.7157894736842105
100160,251.0,105.66000000000001,0.0,0,0.0,0.0,0.47685525349008084
100161,0.0,58.97,5.0,5,294.85,294.85,0.08270676691729323
100162,0.0,1816.97,0.0,0,0.0,0.0,0.06343283582089553
100163,1435.0,79.69428571428571,20.0,140,1593.8857142857144,11157.2,0.42105263157894735
100164,362.0,112.745,0.0,0,0.0,0.0,0.47685525349008084
100165,165.0,1649.0,15.0,30,24735.0,49470.0,0.5172413793103449
100166,23.0,64.8,0.0,0,0.0,0.0,0.7157894736842105
100167,227.0,553.0,0.0,0,0.0,0.0,0.47685525349008084
100168,224.0,99.99,0.0,0,0.0,0.0,0.526440410418311
100169,223.0,99.99,0.0,0,0.0,0.0,0.526440410418311
100170,0.0,193.0,10.0,10,1930.0,1930.0,0.1276595744680851
100171,1290.0,122.076,5.0,50,610.3799999999999,6103.8,0.22727272727272727
100172,267.0,1884.0,15.0,30,28260.0,56520.0,0.5172413793103449
100173,609.0,228.15,0.0,0,0.0,0.0,0.47685525349008084
100174,973.0,4422.606666666667,0.0,0,0.0,0.0,0.44312169312169314
100175,135.0,1816.97,5.0,10,9084.85,18169.7,0.5454545454545454
100176,245.0,58.97,0.0,0,0.0,0.0,0.526440410418311
100177,0.0,32.99,5.0,5,164.95000000000002,164.95000000000002,0.08270676691729323
100178,253.0,553.0,0.0,0,0.0,0.0,0.47685525349008084
100180,701.0,95.09,0.0,0,0.0,0.0,0.526440410418311
100182,297.0,58.97,5.0,10,294.85,589.7,0.7272727272727273
100183,98.0,99.99,0.0,0,0.0,0.0,0.7157894736842105
100184,701.0,42.51,0.0,0,0.0,0.0,0.526440410418311
100185,238.0,99.495,20.0,40,1989.9,3979.8,0.5315985130111525
100186,937.0,95.814,0.0,0,0.0,0.0,0.526440410418311
100187,584.0,624.0,0.0,0,0.0,0.0,0.47685525349008084
100188,398.0,82.99333333333334,0.0,0,0.0,0.0,0.526440410418311
100189,1378.0,49.724285714285706,0.0,0,0.0,0.0,0.2647058823529412
100190,1265.0,115.345,0.0,0,0.0,0.0,0.35428571428571426
100191,799.0,85.994,0.0,0,0.0,0.0,0.526440410418311
100192,709.0,136.96166666666667,0.0,0,0.0,0.0,0.47685525349008084
100193,129.0,64.8,0.0,0,0.0,0.0,0.526440410418311
100194,979.0,4858.566666666667,15.0,90,72878.5,437271.0,0.43137254901960786
100195,136.0,553.0,5.0,10,2765.0,5530.0,0.49056603773584906
100196,23.0,78.9,5.0,10,394.5,789.0,0.65625
100197,193.0,3562.07,0.0,0,0.0,0.0,0.44312169312169314
100198,93.0,61.18,0.0,0,0.0,0.0,0.7157894736842105
100199,876.0,988.72375,0.0,0,0.0,0.0,0.47685525349008084
100200,0.0,129.0,0.0,0,0.0,0.0,0.08421052631578947
100201,0.0,99.99,20.0,20,1999.8,1999.8,0.12087912087912088
100202,0.0,99.99,0.0,0,0.0,0.0,0.09733333333333333
100203,215.0,739.0,15.0,30,11085.0,22170.0,0.5822784810126582
100204,318.0,871.52,0.0,0,0.0,0.0,0.47685525349008084
100205,0.0,99.99,15.0,15,1499.85,1499.85,0.12087912087912088
100206,18.0,1203.615,0.0,0,0.0,0.0,0.4930555555555556
100207,688.0,78.27857142857144,0.0,0,0.0,0.0,0.526440410418311
100208,606.0,374.38800000000003,0.0,0,0.0,0.0,0.47685525349008084
100209,46.0,5259.0,10.0,20,52590.0,105180.0,0.3333333333333333
100210,116.0,689.0,0.0,0,0.0,0.0,0.47685525349008084
100211,1010.0,92.5175,10.0,40,925.1750000000001,3700.7000000000003,0.3090909090909091
100212,70.0,159.0,0.0,0,0.0,0.0,0.6085106382978723
100213,134.0,78.9,0.0,0,0.0,0.0,0.526440410418311
100214,279.0,575.52,5.0,15,2877.6,8632.8,0.49056603773584906
100215,24.0,107.64,0.0,0,0.0,0.0,0.6085106382978723
100216,555.0,93.29333333333334,0.0,0,0.0,0.0,0.526440410418311
100217,1162.0,98.14333333333333,0.0,0,0.0,0.0,0.2647058823529412
100218,0.0,99.99,0.0,0,0.0,0.0,0.09733333333333333
100219,497.0,237.58333333333334,20.0,60,4751.666666666667,14255.0,0.49295774647887325
100220,45.0,109.0,0.0,0,0.0,0.0,0.6085106382978723
100221,1362.0,78.27857142857144,0.0,0,0.0,0.0,0.2647058823529412
100222,290.0,60.54,5.0,10,302.7,605.4,0.7272727272727273
100223,0.0,2317.02,5.0,5,11585.1,11585.1,0.14285714285714285
100224,152.0,64.8,0.0,0,0.0,0.0,0.526440410418311
100225,155.0,553.0,0.0,0,0.0,0.0,0.47685525349008084
100226,0.0,58.97,15.0,15,884.55,884.55,0.1076923076923077
100227,488.0,44.79333333333333,10.0,30,447.93333333333334,1343.8,0.5068027210884354
100228,0.0,3777.0,0.0,0,0.0,0.0,0.06343283582089553
100229,87.0,58.97,10.0,20,589.7,1179.4,0.7884615384615384
100230,948.0,76.97857142857141,0.0,0,0.0,0.0,0.526440410418311
100231,58.0,5192.5,10.0,20,51925.0,103850.0,0.3333333333333333
100232,328.0,679.475,15.0,30,10192.125,20384.25,0.5822784810126582
100233,1354.0,85.994,0.0,0,0.0,0.0,0.2647058823529412
100234,717.0,1595.0033333333333,0.0,0,0.0,0.0,0.44312169312169314
100235,148.0,2066.995,10.0,20,20669.95,41339.9,0.5172413793103449
100236,194.0,58.97,0.0,0,0.0,0.0,0.526440410418311
100237,22.0,214.0,0.0,0,0.0,0.0,0.6085106382978723
100238,0.0,99.99,5.0,5,499.95,499.95,0.08270676691729323
100239,142.0,34.99,0.0,0,0.0,0.0,0.526440410418311
100240,302.0,535.9833333333333,5.0,15,2679.9166666666665,8039.75,0.49056603773584906
100241,1197.0,953.72375,20.0,160,19074.475,152595.80000000002,0.5
100242,0.0,86.28,10.0,10,862.8,862.8,0.1076923076923077
100243,0.0,99.99,0.0,0,0.0,0.0,0.09733333333333333
100244,1265.0,929.89,20.0,180,18597.800000000003,167380.2,0.5
100245,0.0,207.33,10.0,10,2073.3,2073.3,0.1276595744680851
100246,40.0,1816.97,0.0,0,0.0,0.0,0.4930555555555556
100248,0.0,2199.9,0.0,0,0.0,0.0,0.06343283582089553
100249,35.0,14.99,15.0,30,224.85,449.7,0.75
100250,530.0,73.69,15.0,45,1105.3500000000001,3316.05,0.5315985130111525
100251,203.0,2199.9,0.0,0,0.0,0.0,0.44312169312169314
100252,1333.0,75.98125,0.0,0,0.0,0.0,0.2647058823529412
100253,0.0,1816.97,0.0,0,0.0,0.0,0.06343283582089553
100254,239.0,71.85,10.0,20,718.5,1437.0,0.5068027210884354
100255,996.0,967.6433333333332,0.0,0,0.0,0.0,0.47685525349008084
100256,0.0,14.99,0.0,0,0.0,0.0,0.09733333333333333
100257,441.0,405.735,0.0,0,0.0,0.0,0.47685525349008084
100258,1188.0,194.15,0.0,0,0.0,0.0,0.35428571428571426
100259,1566.0,979.89,0.0,0,0.0,0.0,0.35428571428571426
100260,42.0,2066.995,0.0,0,0.0,0.0,0.4930555555555556
100261,0.0,58.97,0.0,0,0.0,0.0,0.09733333333333333
100262,0.0,327.47,15.0,15,4912.05,4912.05,0.1276595744680851
100263,1774.0,967.6433333333334,0.0,0,0.0,0.0,0.35428571428571426
100264,704.0,70.54,20.0,40,1410.8,2821.6,0.5315985130111525
100265,0.0,553.0,20.0,20,11060.0,11060.0,0.12121212121212122
100267,653.0,4884.26,10.0,40,48842.6,195370.4,0.43137254901960786
100268,170.0,99.99,0.0,0,0.0,0.0,0.526440410418311
100269,0.0,64.8,15.0,15,972.0,972.0,0.1076923076923077
100270,0.0,139.99,5.0,5,699.95,699.95,0.08571428571428572
100271,0.0,59.9,0.0,0,0.0,0.0,0.09733333333333333
100272,83.0,1834.0,0.0,0,0.0,0.0,0.4930555555555556
100273,476.0,3841.108,5.0,25,19205.54,96027.7,0.42028985507246375
100274,962.0,580.63,0.0,0,0.0,0.0,0.47685525349008084
100275,1377.0,116.795,0.0,0,0.0,0.0,0.35428571428571426
100276,280.0,131.995,0.0,0,0.0,0.0,0.47685525349008084
100277,244.0,86.28,5.0,10,431.4,862.8,0.7272727272727273
100278,47.0,78.9,20.0,40,1578.0,3156.0,0.7230769230769231
100281,0.0,99.99,0.0,0,0.0,0.0,0.09733333333333333
100282,186.0,151.0,0.0,0,0.0,0.0,0.47685525349008084
100283,140.0,2066.995,0.0,0,0.0,0.0,0.44312169312169314
100284,253.0,1203.615,0.0,0,0.0,0.0,0.44312169312169314
100285,458.0,43.156666666666666,15.0,45,647.35,1942.0500000000002,0.5068027210884354
100286,0.0,58.97,15.0,15,884.55,884.55,0.1076923076923077
100287,732.0,728.6020000000001,20.0,100,14572.039999999999,72860.2,0.25
100289,25.0,1203.615,5.0,10,6018.075,12036.15,0.5714285714285714
100290,533.0,28.4675,5.0,20,142.3375,569.35,0.7272727272727273
100291,0.0,109.0,0.0,0,0.0,0.0,0.08421052631578947
100292,357.0,522.65,0.0,0,0.0,0.0,0.47685525349008084
100293,336.0,74.7425,15.0,60,1121.1374999999998,4484.549999999999,0.5315985130111525
100294,0.0,99.99,10.0,10,999.9,999.9,0.1076923076923077
100295,280.0,237.58333333333334,5.0,15,1187.9166666666667,3563.75,0.49056603773584906
100296,614.0,96.32666666666667,0.0,0,0.0,0.0,0.526440410418311
100297,272.0,3907.3799999999997,5.0,15,19536.899999999998,58610.7,0.42028985507246375
100298,358.0,59.63,15.0,45,894.4499999999999,2683.35,0.5068027210884354
100299,209.0,939.0,0.0,0,0.0,0.0,0.47685525349008084
100300,750.0,51.195,0.0,0,0.0,0.0,0.526440410418311
100301,0.0,58.97,0.0,0,0.0,0.0,0.09733333333333333
100302,0.0,2199.9,20.0,20,43998.0,43998.0,0.08264462809917356
100304,0.0,64.8,0.0,0,0.0,0.0,0.09733333333333333
100306,297.0,131.995,0.0,0,0.0,0.0,0.47685525349008084
100307,247.0,189.0,5.0,10,945.0,1890.0,0.46226415094339623
100308,264.0,1203.615,20.0,40,24072.3,48144.6,0.5172413793103449
100309,180.0,553.0,0.0,0,0.0,0.0,0.47685525349008084
100310,6.0,71.85,0.0,0,0.0,0.0,0.09733333333333333
100311,434.0,165.0,0.0,0,0.0,0.0,0.47685525349008084
100312,379.0,91.25666666666666,0.0,0,0.0,0.0,0.526440410418311
100313,777.0,87.2425,0.0,0,0.0,0.0,0.526440410418311
100314,0.0,58.97,0.0,0,0.0,0.0,0.09733333333333333
100315,0.0,54.99,20.0,20,1099.8,1099.8,0.12087912087912088
100316,39.0,553.0,0.0,0,0.0,0.0,0.6085106382978723
100317,0.0,168.79,15.0,15,2531.85,2531.85,0.1276595744680851
100318,250.0,129.0,0.0,0,0.0,0.0,0.47685525349008084
100319,0.0,99.99,0.0,0,0.0,0.0,0.09733333333333333
100320,0.0,2199.9,10.0,10,21999.0,21999.0,0.08264462809917356
100321,367.0,203.32,0.0,0,0.0,0.0,0.47685525349008084
100322,1637.0,83.47,0.0,0,0.0,0.0,0.2647058823529412
100323,1941.0,85.9925,5.0,40,429.96250000000003,3439.7,0.2391304347826087
100324,87.0,1203.615,0.0,0,0.0,0.0,0.4930555555555556
100325,0.0,99.99,0.0,0,0.0,0.0,0.09733333333333333
100326,18.0,151.0,0.0,0,0.0,0.0,0.6085106382978723
100327,1625.0,4741.25,5.0,30,23706.25,142237.5,0.26666666666666666
100328,493.0,4019.375,5.0,20,20096.875,80387.5,0.42028985507246375
100329,867.0,87.5175,10.0,40,875.175,3500.7,0.5068027210884354
100330,18.0,3675.2,0.0,0,0.0,0.0,0.4930555555555556
100331,0.0,58.97,0.0,0,0.0,0.0,0.09733333333333333
100332,17.0,553.0,0.0,0,0.0,0.0,0.6085106382978723
100333,0.0,553.0,0.0,0,0.0,0.0,0.08421052631578947
100335,91.0,99.99,10.0,20,999.9,1999.8,0.7884615384615384
100336,114.0,193.0,20.0,40,3860.0,7720.0,0.48909657320872274
100337,260.0,49.99,0.0,0,0.0,0.0,0.526440410418311
100338,107.0,553.0,0.0,0,0.0,0.0,0.47685525349008084
100339,1248.0,75.2425,0.0,0,0.0,0.0,0.2647058823529412
100340,483.0,1983.6533333333334,0.0,0,0.0,0.0,0.44312169312169314
100341,0.0,1816.97,0.0,0,0.0,0.0,0.06343283582089553
100342,266.0,3694.8333333333335,10.0,30,36948.333333333336,110845.0,0.43137254901960786
100343,850.0,4995.400000000001,0.0,0,0.0,0.0,0.44312169312169314
100344,1018.0,137.68285714285713,10.0,70,1376.8285714285714,9637.8,0.125
100345,119.0,58.97,5.0,10,294.85,589.7,0.7272727272727273
100346,0.0,109.0,0.0,0,0.0,0.0,0.08421052631578947
100347,638.0,2881.5466666666666,0.0,0,0.0,0.0,0.44312169312169314
100348,192.0,58.97,0.0,0,0.0,0.0,0.526440410418311
100349,575.0,92.51750000000001,0.0,0,0.0,0.0,0.526440410418311
100350,0.0,14.99,0.0,0,0.0,0.0,0.09733333333333333
100351,0.0,553.0,0.0,0,0.0,0.0,0.08421052631578947
100352,982.0,82.495,10.0,40,824.95,3299.8,0.5068027210884354
100353,1154.0,85.994,20.0,100,1719.8799999999999,8599.4,0.32
100354,1559.0,967.6433333333334,0.0,0,0.0,0.0,0.35428571428571426
100355,1485.0,87.5175,0.0,0,0.0,0.0,0.2647058823529412
100356,158.0,86.62666666666667,0.0,0,0.0,0.0,0.526440410418311
100357,0.0,688.78,0.0,0,0.0,0.0,0.08421052631578947
100358,103.0,1303.96,0.0,0,0.0,0.0,0.44312169312169314
100359,0.0,553.0,10.0,10,5530.0,5530.0,0.1276595744680851
100360,0.0,99.99,0.0,0,0.0,0.0,0.09733333333333333
100361,0.0,193.0,20.0,20,3860.0,3860.0,0.1276595744680851
100362,641.0,80.265,0.0,0,0.0,0.0,0.526440410418311
100363,282.0,1816.97,0.0,0,0.0,0.0,0.44312169312169314
100364,731.0,48.36166666666667,20.0,120,967.2333333333335,5803.400000000001,0.08
100365,0.0,99.99,0.0,0,0.0,0.0,0.09733333333333333
100366,0.0,109.0,20.0,20,2180.0,2180.0,0.1276595744680851
100367,85.0,71.85,0.0,0,0.0,0.0,0.7157894736842105
100368,914.0,96.72333333333334,0.0,0,0.0,0.0,0.526440410418311
100369,205.0,178.89499999999998,0.0,0,0.0,0.0,0.47685525349008084
100370,218.0,104.45,0.0,0,0.0,0.0,0.47685525349008084
100371,182.0,58.97,10.0,20,589.7,1179.4,0.5068027210884354
100372,0.0,2199.9,0.0,0,0.0,0.0,0.06343283582089553
100373,138.0,99.99,0.0,0,0.0,0.0,0.526440410418311
100374,196.0,553.0,0.0,0,0.0,0.0,0.47685525349008084
100376,143.0,207.33,0.0,0,0.0,0.0,0.47685525349008084
100377,52.0,151.0,0.0,0,0.0,0.0,0.6085106382978723
100378,287.0,109.0,10.0,20,1090.0,2180.0,0.48909657320872274
100379,296.0,2066.995,20.0,40,41339.9,82679.8,0.5172413793103449
100380,0.0,553.0,0.0,0,0.0,0.0,0.08421052631578947
100381,285.0,58.97,0.0,0,0.0,0.0,0.526440410418311
100382,405.0,1289.0,0.0,0,0.0,0.0,0.44312169312169314
100383,0.0,1816.97,0.0,0,0.0,0.0,0.06343283582089553
100384,948.0,81.49166666666667,0.0,0,0.0,0.0,0.526440410418311
100385,199.0,58.97,15.0,30,884.55,1769.1,0.5068027210884354
100386,593.0,210.4375,0.0,0,0.0,0.0,0.47685525349008084
100387,0.0,79.9,0.0,0,0.0,0.0,0.09733333333333333
100388,246.0,18.945,0.0,0,0.0,0.0,0.526440410418311
100389,257.0,58.97,10.0,20,589.7,1179.4,0.5068027210884354
100390,416.0,83.36,0.0,0,0.0,0.0,0.526440410418311
100391,707.0,405.735,5.0,20,2028.6750000000002,8114.700000000001,0.49056603773584906
100392,270.0,151.0,0.0,0,0.0,0.0,0.47685525349008084
100393,0.0,1303.96,0.0,0,0.0,0.0,0.06343283582089553
100394,257.0,261.31333333333333,0.0,0,0.0,0.0,0.47685525349008084
100395,732.0,1242.602,0.0,0,0.0,0.0,0.44312169312169314
100396,448.0,75.24249999999999,0.0,0,0.0,0.0,0.526440410418311
100397,333.0,705.6666666666666,0.0,0,0.0,0.0,0.47685525349008084
100398,284.0,59.495000000000005,0.0,0,0.0,0.0,0.526440410418311
100399,89.0,79.9,0.0,0,0.0,0.0,0.7157894736842105
100400,145.0,58.97,0.0,0,0.0,0.0,0.526440410418311
100401,236.0,1203.615,5.0,10,6018.075,12036.15,0.5454545454545454
100402,1044.0,81.12285714285714,10.0,70,811.2285714285715,5678.6,0.3090909090909091
100403,0.0,5126.0,0.0,0,0.0,0.0,0.06343283582089553
100404,0.0,2199.9,0.0,0,0.0,0.0,0.06343283582089553
100405,120.0,553.0,0.0,0,0.0,0.0,0.47685525349008084
100406,153.0,168.79,0.0,0,0.0,0.0,0.47685525349008084
